SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,3)-(14,61)",0.022390042431652546,8,17,33,1,3,26,0
"(14,24)-(14,26)",0.00021497812667803373,7,8,21,29,4,1,0
"(14,37)-(14,47)",3.068330300948219e-06,29,2,10,1,32,33,0
"(14,37)-(14,49)",15.247616171836853,43,21,8,2,1,29,0
"(16,12)-(28,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(16,15)-(28,35)",5.749393563065687e-31,8,22,9,40,13,37,0
"(17,3)-(28,35)",4.096573883068111e-12,13,40,8,9,12,22,0
"(28,3)-(28,13)",11.263401061296463,1,10,2,29,17,26,0
"(28,3)-(28,35)",0.1699269050732255,17,26,1,33,3,2,0
"(30,48)-(30,54)",3.068330300948219e-06,29,2,10,1,32,33,0
"(30,48)-(30,77)",37.88870871067047,14,28,43,13,3,27,14
