SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,20)-(19,45)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(19,27)-(19,44)",4.959604889154434,3,9,2,14,4,35,0
"(19,28)-(19,32)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(30,7)-(30,10)",8.918611911212793e-05,9,2,1,12,34,10,0
"(30,7)-(30,78)",81.87068700790405,40,22,8,38,3,28,0
"(30,11)-(30,78)",99.99996423721313,38,40,28,3,41,23,40
"(30,12)-(30,49)",6.633196067186108e-19,37,40,3,15,36,9,0
"(30,13)-(30,35)",4.463279594801861e-05,3,14,4,9,15,35,0
"(30,14)-(30,18)",5.890862464497104e-07,2,1,14,33,29,10,0
"(30,38)-(30,48)",6.66049724054596e-10,9,4,3,12,1,2,0
"(30,52)-(30,77)",3.898720198696863e-22,3,9,15,14,4,37,0
