SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,22)-(26,82)",9.113692439610688e-09,37,13,22,40,8,41,0
"(12,3)-(26,82)",9.049013257026672,37,40,13,8,41,22,0
"(12,9)-(12,10)",9.338880330324173,1,4,9,31,2,6,0
"(13,14)-(13,15)",28.751787543296814,34,9,1,30,19,2,4
"(15,17)-(15,55)",0.015986831567715853,9,3,19,14,1,2,0
"(15,27)-(15,28)",2.784760486443383e-10,34,9,1,2,10,33,0
"(15,29)-(15,55)",10.718107968568802,14,9,6,4,1,3,0
"(15,30)-(15,48)",81.72813057899475,6,4,1,35,2,10,0
"(15,31)-(15,43)",0.5492248106747866,1,2,4,29,33,7,0
"(15,44)-(15,47)",0.004084554893779568,1,2,4,9,10,34,0
"(15,49)-(15,50)",2.100376406133364e-06,1,2,33,4,10,29,0
"(16,19)-(16,57)",0.015986831567715853,9,3,19,14,1,2,0
"(16,29)-(16,30)",2.784760486443383e-10,34,9,1,2,10,33,0
"(18,7)-(18,72)",0.0038127425796119496,9,26,3,1,8,14,0
"(18,12)-(18,13)",2.784760486443383e-10,34,9,1,2,10,33,0
"(19,22)-(19,67)",0.0020139677872066386,9,3,19,23,14,1,0
"(19,40)-(19,41)",2.784760486443383e-10,34,9,1,2,10,33,0
"(21,7)-(26,82)",18.115025758743286,9,13,8,40,3,22,0
"(21,11)-(21,12)",2.784760486443383e-10,34,9,1,2,10,33,0
