SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417528539896011,6,2,43,9,8,1,0
"(3,42)-(3,48)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,42)-(3,56)",2.604294940829277,9,14,2,1,33,3,0
"(3,49)-(3,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,50)-(3,51)",8.984588086605072,1,2,9,4,12,8,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(7,75)",44.88785266876221,8,4,37,22,9,2,0
"(7,5)-(7,75)",16.23421460390091,8,12,22,37,47,40,0
"(7,6)-(7,71)",0.04781479656230658,42,8,1,9,33,15,42
"(7,28)-(7,70)",0.00833417143439874,33,2,1,9,37,8,0
"(7,60)-(7,70)",8.922986438619773e-06,15,12,2,1,6,14,0
