SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(29,52)",1.5350952509152194e-06,13,37,41,3,21,12,0
"(17,11)-(26,49)",1.228696020590828e-17,13,40,37,22,12,8,0
"(17,13)-(26,49)",3.682337216489552e-34,9,37,13,22,41,40,0
"(18,7)-(26,49)",34.28272902965546,11,41,37,1,40,13,0
"(18,13)-(18,14)",51.69728994369507,49,15,12,2,16,18,0
"(20,11)-(22,55)",0.027938641142100096,41,11,12,15,20,37,0
"(22,16)-(22,55)",0.0001649570549488999,41,15,37,38,1,40,0
"(22,20)-(22,54)",0.0006450106866395799,1,24,27,15,40,28,0
"(24,11)-(26,49)",0.6784357596188784,41,11,12,20,15,1,0
"(25,16)-(25,49)",0.00019110675566480495,41,15,37,38,1,40,0
"(25,20)-(25,48)",2.4840977042913437,24,28,1,13,48,27,0
"(26,16)-(26,49)",0.00017959411025003647,41,15,37,1,40,38,0
"(26,20)-(26,48)",0.014001780073158443,1,14,32,27,28,33,0
"(29,19)-(29,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(29,19)-(29,45)",2.2933926433324814,2,3,36,5,6,30,0
"(29,34)-(29,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
