SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,22)-(15,48)",5.125438633513113e-05,8,2,9,3,42,37,0
"(12,3)-(15,48)",0.006174044392537326,8,9,1,4,23,42,0
"(13,14)-(13,17)",1.095084229752007e-14,4,6,2,1,14,21,0
"(15,15)-(15,21)",99.9988317489624,21,7,12,45,29,5,0
"(15,15)-(15,48)",13.434991240501404,6,30,13,4,8,22,6
"(15,22)-(15,23)",3.541458681866061e-05,1,2,10,33,17,26,0
"(15,24)-(15,48)",99.21963214874268,4,14,1,3,24,6,0
"(15,25)-(15,41)",98.13592433929443,1,2,7,9,19,10,0
"(15,26)-(15,38)",0.0004949486083205556,1,29,2,9,33,4,0
"(15,42)-(15,43)",1.5509352482845351e-09,1,2,29,9,33,7,0
"(15,44)-(15,47)",100.0,7,21,29,45,1,2,0
