SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,19)-(7,59)",2.0878021533832225e-07,8,37,9,3,22,38,0
"(2,23)-(7,59)",2.3059238074552013e-06,8,9,37,42,2,1,0
"(3,3)-(7,59)",2.0121744626067084e-05,1,8,9,4,11,41,0
"(3,9)-(3,11)",0.001041250925482018,2,1,4,10,9,11,0
"(6,7)-(7,59)",6.915192418688321e-07,18,49,11,12,15,20,0
"(6,13)-(6,40)",0.0026447050913702697,26,33,17,1,42,8,0
"(6,15)-(6,40)",2.1350899714889238e-05,33,1,26,17,2,14,0
"(6,23)-(6,40)",66.56239628791809,1,4,6,14,2,35,1
"(6,24)-(6,33)",3.541458681866061e-05,1,2,10,33,17,26,0
"(6,38)-(6,39)",0.011285289656370878,2,1,10,4,11,6,0
"(7,23)-(7,59)",0.0020677502106991597,2,6,1,4,14,12,0
"(7,31)-(7,32)",62.748128175735474,1,2,7,4,29,9,0
"(7,36)-(7,50)",0.5492248106747866,1,2,4,29,33,7,0
"(7,36)-(7,59)",47.85182774066925,6,4,2,1,14,35,0
"(7,51)-(7,52)",0.5492248106747866,1,2,4,29,33,7,0
"(7,58)-(7,59)",62.748128175735474,1,2,7,4,29,9,0
