SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,11)-(3,12)",34.262314438819885,33,2,8,1,10,9,0
"(3,11)-(3,14)",6.417530030012131,6,2,43,9,8,1,0
"(4,52)-(4,58)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,52)-(4,65)",0.2582443878054619,9,3,14,33,30,2,0
"(4,59)-(4,65)",7.420258043566719e-05,2,12,1,9,30,8,0
"(4,60)-(4,61)",8.984588086605072,1,2,9,4,12,8,0
"(7,3)-(7,70)",12.096799910068512,8,9,2,3,4,30,0
"(7,17)-(7,47)",82.08263516426086,33,26,8,1,42,9,33
"(7,51)-(7,57)",5.381870948895084e-07,10,2,33,1,9,34,0
"(7,51)-(7,70)",18.10583472251892,8,9,3,14,6,1,0
"(7,58)-(7,70)",21.133065223693848,2,1,8,12,3,33,0
"(7,59)-(7,66)",8.984588086605072,1,2,9,4,12,8,0
