SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(20,52)",19.162030518054962,21,13,3,9,41,37,0
"(15,11)-(17,13)",11.357101798057556,26,13,9,2,1,40,0
"(15,13)-(17,13)",9.307070630674985e-12,26,9,42,21,8,1,0
"(16,7)-(17,13)",99.67229962348938,11,30,20,34,1,21,36
"(16,39)-(16,46)",0.0742711708880961,1,2,7,3,35,10,0
"(16,40)-(16,43)",2.51333297353891e-17,1,2,10,35,3,14,0
"(16,44)-(16,45)",2.2806570521005654e-08,1,2,12,3,14,11,0
"(16,50)-(17,13)",79.22272086143494,16,15,1,11,18,5,0
"(17,12)-(17,13)",18.648625910282135,27,43,28,1,2,3,0
"(20,19)-(20,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,19)-(20,45)",2.2933926433324814,2,3,36,5,6,30,0
"(20,34)-(20,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
