SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,8)-(2,48)",57.54554867744446,26,33,42,2,8,9,0
"(2,10)-(2,48)",0.0020609482817235403,26,33,42,8,17,9,0
"(2,14)-(2,48)",1.024148054420948,17,33,26,8,2,30,0
"(2,33)-(2,48)",99.88608360290527,34,1,17,16,19,2,0
"(2,48)-(2,48)",87.20329403877258,13,12,1,2,9,7,0
"(4,36)-(4,37)",7.035203278064728,2,33,1,29,10,32,0
"(4,36)-(4,39)",0.0422997516579926,12,2,49,4,6,1,0
"(4,53)-(4,59)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,53)-(4,66)",2.604294940829277,9,14,2,1,33,3,0
"(4,60)-(4,66)",7.420258043566719e-05,2,12,1,9,30,8,0
"(4,61)-(4,62)",8.984588086605072,1,2,9,4,12,8,0
"(6,22)-(6,28)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,22)-(6,42)",66.41162633895874,8,2,4,3,23,9,0
"(6,29)-(6,42)",61.85694336891174,8,2,3,12,1,33,0
"(6,30)-(6,38)",98.22659492492676,33,1,2,10,8,17,8
"(6,31)-(6,33)",26.99844539165497,1,29,2,9,33,34,0
