SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(14,5)-(17,52)",44.707366824150085,21,3,9,13,41,14,0
"(14,11)-(14,59)",5.685570236835247e-07,26,2,33,17,1,30,0
"(14,13)-(14,59)",2.3063019938263096e-06,42,26,33,9,8,1,0
"(14,17)-(14,59)",80.4370105266571,11,2,30,18,16,17,0
"(14,36)-(14,59)",0.10302003938704729,14,45,7,28,2,3,11
"(14,42)-(14,58)",5.496071366906108e-05,24,1,3,14,7,2,0
"(14,56)-(14,57)",29.31765615940094,2,1,4,27,22,43,0
"(17,19)-(17,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(17,19)-(17,45)",2.2933926433324814,2,3,36,5,6,30,0
"(17,34)-(17,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
