SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(21,69)",47.927093505859375,21,14,3,9,8,2,0
"(19,11)-(19,22)",1.4151400625601277e-14,3,1,2,14,17,33,0
"(19,17)-(19,18)",44.23443675041199,29,7,1,21,2,3,0
"(19,17)-(19,22)",99.97772574424744,20,11,1,16,10,44,11
"(20,5)-(21,69)",0.027578638400882483,30,3,2,28,14,13,0
"(20,16)-(20,18)",95.65105438232422,5,16,1,2,35,7,5
"(21,36)-(21,50)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(21,36)-(21,62)",2.2933926433324814,2,3,36,5,6,30,0
"(21,51)-(21,52)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(21,53)-(21,57)",37.71340847015381,1,4,35,10,3,2,0
