SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,74)",9.655973315238953,8,2,9,3,33,14,0
"(3,24)-(3,25)",34.262314438819885,33,2,8,1,10,9,0
"(3,24)-(3,27)",6.417530030012131,6,2,43,9,8,1,0
"(3,46)-(3,52)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,46)-(3,63)",2.604294940829277,9,14,2,1,33,3,0
"(3,53)-(3,63)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,54)-(3,55)",8.559521980089357e-07,1,2,33,9,10,14,0
"(5,22)-(5,28)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(5,22)-(5,66)",68.28961968421936,8,4,2,23,3,9,0
"(5,29)-(5,66)",85.73721647262573,47,8,12,33,9,1,0
"(5,30)-(5,62)",99.9797523021698,8,2,33,1,26,3,0
"(5,42)-(5,51)",46.085914969444275,33,2,1,10,9,3,0
"(5,46)-(5,49)",27.44179666042328,2,1,29,27,7,10,0
"(5,46)-(5,51)",0.0005678556590282824,49,6,1,2,12,15,0
"(5,55)-(5,61)",26.99844539165497,1,29,2,9,33,34,0
