SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,28)-(15,53)",86.46513819694519,6,14,4,1,2,3,0
"(15,29)-(15,46)",70.56065201759338,4,1,6,2,35,9,0
"(15,30)-(15,42)",0.5492248106747866,1,2,4,29,33,7,0
"(15,47)-(15,48)",0.5492248106747866,1,2,4,29,33,7,0
"(28,10)-(28,27)",4.100612471802378e-06,1,19,2,23,9,33,0
"(31,3)-(45,80)",9.859807789325714,37,40,13,8,41,22,0
"(34,16)-(34,19)",3.541458681866061e-05,1,2,10,33,17,26,0
"(34,16)-(34,45)",0.9266652166843414,6,30,13,8,4,22,0
"(35,18)-(35,21)",8.918611911212793e-05,9,2,1,12,34,10,0
"(35,18)-(35,46)",79.89614605903625,3,23,6,22,19,35,0
"(35,22)-(35,46)",99.47006702423096,25,9,14,31,2,17,25
"(35,23)-(35,25)",3.069348863959931e-06,9,1,4,12,2,34,0
"(35,28)-(35,45)",51.169490814208984,4,9,2,12,1,35,0
"(35,29)-(35,41)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(37,7)-(37,72)",73.79342913627625,22,40,38,8,23,28,22
"(37,12)-(37,13)",8.918611911212793e-05,9,2,1,12,34,10,0
"(38,22)-(38,67)",55.616843700408936,23,6,19,22,3,38,23
"(38,40)-(38,41)",8.918611911212793e-05,9,2,1,12,34,10,0
"(40,7)-(45,80)",83.61228108406067,22,8,40,38,13,3,0
"(40,11)-(40,12)",8.918611911212793e-05,9,2,1,12,34,10,0
