SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,3)-(11,76)",44.59787607192993,8,1,4,9,3,23,0
"(11,40)-(11,41)",0.01026966783683747,1,4,2,24,9,7,0
"(11,40)-(11,46)",2.1674463439314007e-10,2,5,16,1,40,3,0
"(11,45)-(11,46)",92.0138955116272,1,7,4,2,16,5,0
"(11,52)-(11,62)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(11,52)-(11,64)",32.218581438064575,43,5,27,13,21,1,0
"(11,63)-(11,64)",12.445085495710373,29,3,1,43,21,14,0
"(14,3)-(24,35)",0.10489013511687517,13,8,9,37,12,40,0
"(14,12)-(23,52)",7.072633788833782e-15,13,9,40,37,12,26,0
"(15,5)-(23,52)",1.475387066602707,21,13,3,9,41,37,0
"(15,11)-(20,35)",2.757919579744339,26,13,40,9,1,8,0
"(15,13)-(20,35)",6.720776964288836e-15,26,9,21,42,8,1,0
"(16,7)-(20,35)",24.93537664413452,20,18,11,1,12,40,11
"(18,11)-(20,35)",12.78637945652008,11,41,47,1,15,12,0
"(19,20)-(19,41)",2.3984722793102264,14,1,3,2,33,43,0
"(19,26)-(19,40)",99.96685981750488,27,1,2,19,3,14,0
"(20,16)-(20,35)",0.0004141808403801406,15,41,1,3,18,14,0
"(20,20)-(20,34)",68.91456842422485,43,14,1,2,29,3,0
"(20,21)-(20,22)",0.27502377051860094,15,49,12,6,2,1,0
"(20,26)-(20,33)",0.991646945476532,1,2,7,4,43,19,0
"(21,5)-(23,52)",0.00014868829794068006,30,36,13,14,18,2,0
"(22,5)-(23,52)",7.896171609900193e-05,14,3,13,2,28,21,0
"(22,16)-(22,24)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(22,16)-(22,45)",67.20231175422668,3,27,2,14,30,13,0
"(22,25)-(22,45)",57.349127531051636,43,3,1,2,30,45,0
"(22,26)-(22,38)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,5)-(23,52)",54.74957823753357,30,2,3,1,14,13,0
"(23,19)-(23,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,19)-(23,45)",2.2933926433324814,2,3,36,5,6,30,0
"(23,34)-(23,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(23,41)-(23,45)",18.648625910282135,27,43,28,1,2,3,0
"(23,49)-(23,52)",12.445085495710373,29,3,1,43,21,14,0
"(24,3)-(24,13)",5.381870948895084e-07,10,2,33,1,9,34,0
"(24,3)-(24,35)",7.7520012855529785,28,14,3,19,27,1,0
"(24,14)-(24,35)",20.502738654613495,27,43,19,13,14,3,0
"(24,15)-(24,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
