SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(24,26)-(24,32)",3.068330300948219e-06,29,2,10,1,32,33,0
"(24,26)-(24,57)",37.53113150596619,14,28,13,3,43,27,0
"(24,35)-(24,57)",20.502738654613495,27,43,19,13,14,3,0
"(24,36)-(24,46)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(27,3)-(28,63)",9.831657260656357,30,8,9,2,1,12,0
"(27,9)-(27,44)",0.0011495628314150963,17,33,1,26,2,14,0
"(27,15)-(27,21)",1.8994030881458457e-05,29,1,7,2,10,21,0
"(27,15)-(27,44)",88.77313733100891,2,14,13,27,6,3,43
"(27,22)-(27,28)",35.04437208175659,27,7,21,5,2,1,0
"(27,23)-(27,24)",44.616058468818665,2,29,16,24,1,9,0
"(27,26)-(27,27)",1.7467323914656233e-13,35,10,4,5,12,7,0
"(27,29)-(27,39)",0.028407017816789448,2,29,1,7,21,10,0
"(28,3)-(28,63)",0.0026884585167863406,2,1,3,19,14,43,0
"(28,14)-(28,16)",88.91546726226807,35,4,10,1,21,5,0
"(28,37)-(28,51)",5.822953674794462e-07,1,9,2,10,12,33,0
"(28,37)-(28,63)",0.2582443878054619,9,3,14,33,30,2,0
"(28,52)-(28,53)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(28,54)-(28,58)",35.25949418544769,14,2,1,9,10,24,0
