SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",0.1300977193750441,2,33,1,10,8,9,0
"(3,9)-(3,12)",0.32041214872151613,2,1,6,12,4,49,0
"(3,46)-(3,52)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,46)-(3,59)",2.604294940829277,9,14,2,1,33,3,0
"(3,53)-(3,59)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,54)-(3,55)",8.984588086605072,1,2,9,4,12,8,0
"(5,29)-(5,75)",99.75743889808655,47,8,2,12,1,42,0
"(5,33)-(5,34)",7.23815951619855e-08,1,2,4,9,24,29,0
"(5,33)-(5,41)",60.53922772407532,40,1,16,2,9,10,0
"(5,37)-(5,41)",5.370268683479775e-20,1,7,2,4,29,9,0
"(5,47)-(5,48)",0.09331817855127156,15,16,49,12,18,5,0
"(5,54)-(5,74)",0.0031395953556057066,8,1,33,15,14,18,0
"(5,55)-(5,70)",0.642979284748435,2,14,33,1,3,27,0
"(5,56)-(5,62)",6.634286897622133e-07,1,29,2,10,4,33,0
"(5,63)-(5,69)",0.0003956753971579019,2,12,6,1,3,9,0
"(5,64)-(5,65)",0.00018113564692612272,1,2,33,8,4,15,0
"(5,72)-(5,73)",5.0355747349684066e-09,1,2,29,21,24,14,0
