SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,25)-(3,36)",3.068330300948219e-06,29,2,10,1,32,33,0
"(3,25)-(3,55)",51.813805103302,3,14,28,13,9,8,0
"(3,39)-(3,46)",3.239264477987837e-13,27,5,2,50,1,16,0
"(6,14)-(6,30)",0.02931279013864696,1,2,29,10,31,3,0
"(6,15)-(6,26)",2.015877119089375e-19,1,2,4,9,14,33,0
"(6,27)-(6,29)",0.31201213132590055,1,2,4,14,6,9,0
"(7,3)-(9,50)",0.026147361495532095,37,42,9,41,3,13,0
"(8,8)-(8,26)",0.022917498426977545,1,2,3,4,24,14,0
"(8,8)-(8,39)",86.76775693893433,7,27,3,21,12,1,15
"(8,9)-(8,20)",2.015877119089375e-19,1,2,4,9,14,33,0
"(8,23)-(8,25)",1.9633249193073965e-08,1,2,4,14,9,31,0
"(9,8)-(9,50)",8.187497901879226e-08,15,7,2,3,14,9,0
"(9,25)-(9,45)",1.8506579101085663,1,2,14,43,29,3,0
"(9,25)-(9,50)",91.06137156486511,15,2,14,3,4,1,15
"(9,26)-(9,37)",4.6614186607383195e-17,1,2,33,29,9,19,0
"(9,46)-(9,47)",4.1012496176939806e-08,1,2,4,33,29,9,0
"(9,50)-(9,50)",51.096248626708984,4,9,2,14,1,31,12
