SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(12,3)-(12,78)",2.2028542900898174e-05,8,1,46,33,24,4,0
"(12,24)-(12,26)",0.00021497812667803373,7,8,21,29,4,1,0
"(12,49)-(12,59)",3.068330300948219e-06,29,2,10,1,32,33,0
"(12,49)-(12,61)",15.247616171836853,43,21,8,2,1,29,0
"(14,12)-(23,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(14,15)-(23,35)",5.749393563065687e-31,8,22,9,40,13,37,0
"(15,3)-(23,35)",3.980188678642804e-08,13,12,8,40,22,9,0
"(23,3)-(23,13)",8.262067245634608e-10,10,2,1,35,26,9,0
"(23,3)-(23,35)",0.007803829066688195,3,19,28,21,14,13,0
"(25,26)-(25,78)",61.63911819458008,8,2,1,42,47,9,0
"(25,40)-(25,46)",8.262067245634608e-10,10,2,1,35,26,9,0
"(25,40)-(25,71)",0.00564323527214583,3,28,19,21,14,13,0
"(25,77)-(25,78)",99.99940395355225,21,7,29,35,4,27,21
