SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(24,5)-(29,52)",42.861732840538025,21,3,9,13,41,14,0
"(24,11)-(26,65)",0.00264915797743015,26,2,1,9,13,33,0
"(24,13)-(26,65)",2.8887657890774854e-09,26,42,9,21,8,1,0
"(25,7)-(26,65)",99.1753339767456,11,30,34,20,36,1,11
"(26,7)-(26,65)",0.002201775168941822,14,28,13,30,3,2,0
"(26,24)-(26,65)",7.896171609900193e-05,14,3,13,2,28,21,0
"(26,41)-(26,65)",99.51091408729553,3,14,13,8,2,38,0
"(26,51)-(26,64)",44.595205783843994,14,3,1,24,4,2,0
"(26,60)-(26,61)",7.380156518141222e-20,1,2,33,9,29,4,0
"(26,62)-(26,63)",51.79629325866699,29,1,2,4,3,21,0
"(29,19)-(29,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(29,19)-(29,45)",2.2933926433324814,2,3,36,5,6,30,0
"(29,34)-(29,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
