SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(29,51)-(29,73)",20.502741634845734,27,43,19,13,14,3,0
"(29,52)-(29,62)",2.7594355599613266e-13,29,1,3,2,32,33,0
"(32,3)-(36,76)",3.191116824746132,9,8,30,12,13,1,0
"(32,9)-(34,63)",0.0029840823117410764,26,9,1,42,17,14,0
"(33,5)-(34,63)",75.89552402496338,16,18,11,20,1,12,0
"(33,23)-(33,24)",51.69728994369507,49,15,12,2,16,18,0
"(34,17)-(34,62)",6.140274990684702e-05,41,3,7,13,28,38,0
"(34,18)-(34,23)",0.010587689030217007,1,4,21,29,7,3,0
"(34,26)-(34,61)",7.11354752880311e-07,14,15,3,1,4,9,0
"(34,27)-(34,46)",0.8873729035258293,3,35,6,1,14,4,0
"(34,28)-(34,38)",5.890862464497104e-07,2,1,14,33,29,10,0
"(34,49)-(34,60)",2.1915221586823463,3,1,4,6,35,2,0
"(34,50)-(34,52)",99.92801547050476,4,7,35,31,1,21,0
"(34,53)-(34,55)",5.890862464497104e-07,2,1,14,33,29,10,0
"(35,3)-(36,76)",0.0030091930966591462,2,14,3,28,8,12,0
"(35,14)-(35,21)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(35,18)-(35,20)",4.8666657509466305e-09,4,7,1,2,21,24,0
"(36,43)-(36,57)",8.984588086605072,1,2,9,4,12,8,0
"(36,43)-(36,69)",2.048243209719658,14,12,3,2,6,15,0
"(36,58)-(36,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(36,60)-(36,64)",7.188742490171762e-07,2,14,12,49,15,1,0
