SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,17)-(2,78)",3.4208670258522034,26,33,42,8,2,9,0
"(2,24)-(2,78)",9.655973315238953,8,2,9,3,33,14,0
"(2,38)-(2,39)",34.262314438819885,33,2,8,1,10,9,0
"(2,38)-(2,41)",6.417530030012131,6,2,43,9,8,1,0
"(2,40)-(2,41)",0.04026961396448314,2,7,1,21,3,14,0
"(2,56)-(2,62)",11.263401061296463,1,10,2,29,17,26,0
"(2,56)-(2,70)",78.82158756256104,17,26,35,1,3,10,0
"(2,63)-(2,70)",0.007176699000410736,39,1,12,17,49,18,0
"(2,67)-(2,69)",0.04026961396448314,2,7,1,21,3,14,0
"(4,22)-(4,28)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(4,22)-(4,77)",42.2580748796463,8,4,37,22,9,3,0
"(4,29)-(4,77)",0.5602571647614241,8,12,22,37,40,38,0
"(4,30)-(4,73)",74.49564933776855,8,33,3,42,2,1,0
"(4,38)-(4,66)",2.0829373970627785,33,2,1,8,3,9,0
"(4,42)-(4,66)",9.052515537177896e-06,11,18,1,8,39,16,0
"(4,43)-(4,48)",0.13652880443260074,2,1,21,7,19,27,0
"(4,44)-(4,45)",2.2826127089250624e-14,1,33,2,10,9,29,0
"(4,50)-(4,65)",0.023845984833315015,16,1,7,2,15,3,19
"(4,51)-(4,60)",3.839749851408669e-06,24,3,1,2,14,7,0
"(4,52)-(4,53)",3.836119367090967e-17,1,2,9,33,10,4,0
"(4,63)-(4,64)",3.354600471923716e-17,1,24,3,2,7,4,0
"(4,70)-(4,72)",26.99844539165497,1,29,2,9,33,34,0
