SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,13)-(15,61)",10.423380136489868,19,28,13,14,7,43,0
"(15,34)-(15,44)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(15,34)-(15,46)",32.218581438064575,43,5,27,13,21,1,0
"(15,54)-(15,60)",39.54409062862396,21,7,2,14,29,27,0
"(17,12)-(25,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(17,15)-(25,35)",5.749393563065687e-31,8,22,9,40,13,37,0
"(18,3)-(25,35)",3.9801961726482205e-08,13,12,8,40,22,9,0
"(25,3)-(25,13)",8.262067245634608e-10,10,2,1,35,26,9,0
"(25,3)-(25,35)",0.007803829066688195,3,19,28,21,14,13,0
"(28,32)-(28,44)",76.03960633277893,3,35,24,2,12,4,0
"(28,32)-(28,69)",4.1665107475274965e-08,16,15,32,19,36,28,3
"(28,33)-(28,39)",5.890862464497104e-07,2,1,14,33,29,10,0
