SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,25)-(3,36)",3.068330300948219e-06,29,2,10,1,32,33,0
"(3,25)-(3,55)",51.813805103302,3,14,28,13,9,8,0
"(7,3)-(9,50)",0.011762462236220017,42,37,9,41,3,2,0
"(8,8)-(8,23)",1.0354339963214443e-05,1,2,4,3,31,9,0
"(8,8)-(8,36)",78.70747447013855,7,27,12,21,3,2,15
"(8,9)-(8,20)",2.015877119089375e-19,1,2,4,9,14,33,0
"(9,8)-(9,50)",8.187497901879226e-08,15,7,2,3,14,9,0
"(9,25)-(9,45)",1.8506579101085663,1,2,14,43,29,3,0
"(9,26)-(9,37)",4.6614186607383195e-17,1,2,33,29,9,19,0
"(9,50)-(9,50)",51.096248626708984,4,9,2,14,1,31,12
