SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(18,19)-(18,43)",1.3459925396475114e-07,25,9,14,1,2,19,0
"(18,26)-(18,42)",4.959604889154434,3,9,2,14,4,35,0
"(18,27)-(18,31)",2.3599846521449308e-07,1,9,12,2,34,10,0
"(27,7)-(27,32)",99.97089505195618,25,14,9,19,1,3,50
"(27,7)-(27,75)",5.802902579307556,38,40,9,23,41,1,0
"(27,8)-(27,24)",9.95847472040623e-05,3,9,4,12,35,15,0
"(27,9)-(27,13)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(27,36)-(27,75)",99.99006986618042,23,38,14,9,28,1,23
"(27,37)-(27,53)",9.958465625459212e-05,3,9,4,12,35,15,0
"(27,38)-(27,42)",2.1833727985406153e-16,1,10,2,9,35,4,0
"(27,58)-(27,74)",9.95847472040623e-05,3,9,4,12,35,15,0
"(27,59)-(27,63)",2.1833727985406153e-16,1,10,2,9,35,4,0
