SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,13)-(3,14)",0.0011124387128802482,2,10,1,33,14,8,0
"(3,13)-(3,16)",0.019013756536878645,6,1,4,2,21,12,0
"(4,43)-(4,49)",5.822953674794462e-07,1,9,2,10,12,33,0
"(4,43)-(4,56)",2.604294940829277,9,14,2,1,33,3,0
"(4,50)-(4,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(4,51)-(4,52)",8.984588086605072,1,2,9,4,12,8,0
"(7,3)-(8,21)",26.9657701253891,9,8,37,2,3,12,8
"(7,10)-(7,65)",0.0016086643881862983,26,33,8,42,2,9,0
"(7,14)-(7,65)",7.57669006202534e-12,42,9,8,37,1,41,0
"(7,35)-(7,65)",2.2659383050460669e-10,19,2,3,27,1,33,0
"(7,60)-(7,65)",99.05321598052979,1,32,10,16,7,5,0
"(8,3)-(8,9)",5.381870948895084e-07,10,2,33,1,9,34,0
"(8,3)-(8,21)",10.215730965137482,3,8,9,28,22,19,0
"(8,10)-(8,21)",0.1445295289158821,2,8,3,33,1,14,0
"(8,11)-(8,17)",99.92948770523071,1,2,9,4,10,17,0
"(8,12)-(8,14)",26.99844539165497,1,29,2,9,33,34,0
