SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,46)-(3,47)",18.648625910282135,27,43,28,1,2,3,0
"(3,46)-(3,68)",70.47123312950134,2,13,7,14,3,1,0
"(3,51)-(3,68)",31.10087811946869,3,19,27,2,1,24,0
"(3,52)-(3,57)",1.787526715815252e-14,29,1,3,2,14,24,0
"(3,58)-(3,59)",0.001442016309738392,24,1,3,29,2,4,0
"(5,13)-(13,42)",7.838491732825296e-23,22,8,40,13,26,9,0
"(5,16)-(13,42)",1.4038449430175444e-27,8,26,22,9,40,1,0
"(6,3)-(13,42)",1.7177599787032705e-06,12,20,37,11,41,1,0
"(7,3)-(13,42)",36.18939518928528,20,41,12,11,13,15,0
"(8,3)-(13,42)",49.46593940258026,41,37,15,38,12,13,0
"(11,5)-(13,42)",2.8180447558812105e-09,41,37,15,12,1,38,0
"(12,16)-(12,35)",1.3404693454504013,6,14,3,2,30,1,0
"(12,17)-(12,22)",2.6731161771945122e-11,1,2,33,4,9,29,0
"(12,23)-(12,24)",3.3040862153753143e-13,4,1,21,35,2,22,0
"(13,10)-(13,42)",2.1301141008734703,15,37,41,1,8,12,0
"(13,11)-(13,37)",50.03969669342041,14,27,1,2,3,13,0
"(13,12)-(13,31)",1.3404693454504013,6,14,3,2,30,1,0
"(13,13)-(13,18)",2.6731161771945122e-11,1,2,33,4,9,29,0
"(13,32)-(13,33)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(21,3)-(26,35)",5.556479841470718,9,8,30,12,1,13,0
"(21,12)-(25,52)",6.26498319888924e-06,26,9,13,1,8,11,0
"(22,5)-(25,52)",46.55430316925049,21,3,9,14,13,8,0
"(22,11)-(22,44)",5.694941317569563e-13,33,1,2,3,17,14,0
"(22,13)-(22,44)",0.005670179962180555,33,1,2,14,17,42,0
"(22,17)-(22,44)",0.027270501595921814,11,12,1,49,39,10,0
"(22,31)-(22,32)",51.69728994369507,49,15,12,2,16,18,0
"(22,36)-(22,44)",50.020164251327515,2,12,49,1,15,8,0
"(22,37)-(22,39)",36.47068440914154,29,1,2,7,3,24,32
"(23,5)-(25,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(23,16)-(23,24)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(23,17)-(23,19)",61.726146936416626,4,7,21,1,2,28,0
"(24,5)-(25,52)",0.000152272275499854,14,3,2,13,28,21,0
"(24,16)-(24,28)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(24,16)-(24,34)",57.349127531051636,43,3,1,2,30,45,0
"(24,29)-(24,31)",12.445085495710373,29,3,1,43,21,14,0
"(25,19)-(25,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(25,19)-(25,45)",2.2933926433324814,2,3,36,5,6,30,0
"(25,34)-(25,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(25,36)-(25,40)",7.188742490171762e-07,2,14,12,49,15,1,0
"(25,41)-(25,45)",18.648625910282135,27,43,28,1,2,3,0
"(26,14)-(26,35)",20.502738654613495,27,43,19,13,14,3,0
"(26,15)-(26,18)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(26,19)-(26,34)",0.27820479590445757,2,5,3,12,1,36,0
"(26,20)-(26,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
