SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,64)",9.452654126107518e-06,8,4,9,18,39,1,0
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417530030012131,6,2,43,9,8,1,0
"(3,42)-(3,48)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,42)-(3,56)",2.604294940829277,9,14,2,1,33,3,0
"(3,49)-(3,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,50)-(3,51)",8.984588086605072,1,2,9,4,12,8,0
"(3,53)-(3,55)",5.136514324988184e-07,1,2,4,9,8,7,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(6,64)",37.33293116092682,8,37,22,4,9,3,0
"(6,10)-(6,64)",0.008172410889528692,8,12,22,37,40,38,0
"(6,11)-(6,60)",48.58761429786682,8,33,42,3,9,1,0
"(6,19)-(6,51)",2.0829373970627785,33,2,1,8,3,9,0
"(6,23)-(6,51)",1.5038885692320036e-06,33,1,2,8,17,34,0
"(6,26)-(6,31)",0.005027520819567144,1,2,4,7,10,21,0
"(6,26)-(6,35)",4.83882911503315,17,1,16,3,18,2,0
"(6,27)-(6,28)",3.627883700119128e-05,10,34,1,26,17,2,0
"(6,34)-(6,35)",1.0347198792226564e-08,2,1,4,7,29,10,0
"(6,48)-(6,49)",11.263401061296463,1,10,2,29,17,26,0
"(6,48)-(6,51)",94.50526833534241,17,26,10,1,35,2,0
"(6,55)-(6,57)",0.0001509658659415436,1,29,4,2,10,31,0
"(6,55)-(6,59)",83.5580050945282,1,2,10,33,17,9,1
"(6,58)-(6,59)",0.0001509658659415436,1,29,4,2,10,31,0
"(6,62)-(6,63)",0.0010208243111264892,2,1,33,10,8,9,0
