SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(26,35)-(26,57)",20.502738654613495,27,43,19,13,14,3,0
"(26,36)-(26,46)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(26,47)-(26,54)",2.3028840390616062e-12,50,1,2,4,35,24,0
"(29,3)-(31,76)",9.95224043726921,30,9,8,2,1,12,0
"(29,9)-(29,36)",0.00017833217498264275,1,17,14,33,2,26,0
"(29,11)-(29,36)",0.0005892713488719892,33,1,42,2,14,17,0
"(29,15)-(29,36)",71.5302586555481,11,18,39,1,16,8,11
"(29,19)-(29,35)",63.679105043411255,2,14,27,43,7,1,0
"(29,20)-(29,30)",2.900981428410887e-05,29,2,1,33,3,10,0
"(29,31)-(29,32)",0.026149855693802238,24,2,29,1,9,3,0
"(31,43)-(31,57)",8.984588086605072,1,2,9,4,12,8,0
"(31,43)-(31,69)",2.048243209719658,14,12,3,2,6,15,0
"(31,58)-(31,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
