SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417530030012131,6,2,43,9,8,1,0
"(3,42)-(3,48)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,42)-(3,56)",2.604294940829277,9,14,2,1,33,3,0
"(3,49)-(3,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,50)-(3,51)",8.984588086605072,1,2,9,4,12,8,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(6,68)",63.87606859207153,8,4,23,2,9,3,0
"(6,10)-(6,68)",58.694642782211304,8,47,12,15,1,37,0
"(6,11)-(6,64)",12.689624726772308,33,42,8,1,14,9,42
"(6,33)-(6,63)",0.27377204969525337,33,2,1,34,9,30,0
"(6,59)-(6,63)",6.177418738215548e-12,1,4,2,7,10,3,0
