SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417530030012131,6,2,43,9,8,1,0
"(3,33)-(3,39)",5.381870948895084e-07,10,2,33,1,9,34,0
"(3,33)-(3,46)",18.10583472251892,8,9,3,14,6,1,0
"(3,40)-(3,46)",21.133065223693848,2,1,8,12,3,33,0
"(3,41)-(3,42)",8.984588086605072,1,2,9,4,12,8,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(8,20)",37.33293116092682,8,37,22,4,9,3,0
"(7,5)-(8,20)",75.6346344947815,12,47,8,2,16,15,8
"(7,15)-(7,68)",43.05187165737152,42,33,8,1,2,9,0
"(7,19)-(7,68)",4.734120295779576e-06,33,1,9,46,41,8,0
"(7,41)-(7,51)",24.897094070911407,2,49,12,39,1,15,0
"(8,6)-(8,19)",2.96883833073025e-06,8,33,1,2,3,14,0
"(8,7)-(8,15)",46.64703011512756,2,1,4,9,12,29,0
"(8,8)-(8,12)",6.634299776209218e-07,1,29,2,10,4,33,0
