SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,5)-(10,73)",2.738858386874199,11,18,20,12,15,1,37
"(9,18)-(9,28)",4.0484426477860325e-06,26,10,2,1,3,35,0
"(9,25)-(9,26)",2.823961064990499e-07,29,1,2,7,14,9,0
"(9,25)-(9,28)",1.3972051441669464,24,40,3,10,2,1,0
"(10,46)-(10,48)",8.262067245634608e-10,10,2,1,35,26,9,0
"(10,46)-(10,65)",66.92079901695251,3,46,27,13,19,28,0
"(10,49)-(10,65)",78.15430760383606,3,35,14,2,24,21,0
"(10,50)-(10,57)",5.890862464497104e-07,2,1,14,33,29,10,0
"(10,58)-(10,64)",2.1816904186011676e-09,2,14,12,1,9,4,0
"(10,59)-(10,60)",5.39227906770634e-07,2,14,1,33,29,24,0
"(10,69)-(10,71)",7.149225211833254e-07,1,2,29,21,33,4,0
"(10,69)-(10,73)",0.28260413091629744,15,12,6,49,1,14,0
"(10,72)-(10,73)",35.25949418544769,14,2,1,9,10,24,0
