SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(24,52)",0.1159302075393498,21,13,3,41,9,37,0
"(15,11)-(21,62)",2.9673438817212627e-06,26,13,40,9,8,3,0
"(15,13)-(21,62)",5.926280568673614e-19,26,9,21,8,42,3,0
"(16,7)-(21,62)",68.14845204353333,11,13,20,21,30,1,11
"(16,25)-(16,26)",0.015877120313234627,2,7,29,27,1,43,0
"(17,7)-(21,62)",63.260555267333984,18,11,13,49,41,15,0
"(18,15)-(18,49)",0.00029626414743688656,15,16,1,41,5,47,0
"(18,42)-(18,49)",8.92297009613685e-06,15,12,2,1,6,14,0
"(24,19)-(24,33)",3.3329030202366994e-06,1,43,2,29,27,33,0
"(24,19)-(24,45)",2.2933926433324814,2,3,36,5,6,30,0
"(24,34)-(24,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
