SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(9,28)",14.054618775844574,9,8,37,3,12,21,0
"(3,19)-(8,49)",6.904005545038672e-05,26,8,13,2,40,9,0
"(4,5)-(8,49)",0.00021607963844871847,9,41,21,3,8,1,0
"(4,11)-(4,15)",61.64872646331787,14,29,3,2,21,45,0
"(8,9)-(8,49)",0.00339836988132447,2,3,14,13,27,19,0
"(8,21)-(8,24)",0.044943109969608486,43,2,1,7,5,45,1
"(8,22)-(8,23)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(8,28)-(8,34)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(8,28)-(8,49)",64.90027904510498,3,30,2,14,1,43,0
"(8,35)-(8,49)",0.0003060021981582395,2,1,45,4,9,12,0
"(8,43)-(8,48)",18.648625910282135,27,43,28,1,2,3,0
