SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,16)-(2,78)",9.561129659414291,8,9,2,3,33,4,0
"(2,22)-(2,34)",1.9251782112927884e-08,1,2,3,33,26,19,0
"(2,28)-(2,29)",9.966123037941088e-07,1,9,2,4,31,14,0
"(2,28)-(2,34)",99.99804496765137,31,10,40,17,26,2,46
"(2,30)-(2,32)",1.8994030881458457e-05,29,1,7,2,10,21,0
"(2,38)-(2,78)",0.0005329543910193024,2,3,8,1,14,9,0
"(2,49)-(2,50)",94.42784190177917,4,35,7,31,9,2,0
"(2,54)-(2,68)",5.822953674794462e-07,1,9,2,10,12,33,0
"(2,54)-(2,78)",2.604294940829277,9,14,2,1,33,3,0
"(2,69)-(2,70)",5.890862464497104e-07,2,1,14,33,29,10,0
"(2,71)-(2,75)",85.13818383216858,9,1,2,12,4,34,0
