SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(31,3)-(45,80)",8.297533541917801,37,40,13,41,8,22,0
"(34,16)-(34,19)",3.541458681866061e-05,1,2,10,33,17,26,0
"(34,16)-(34,45)",0.9266652166843414,6,30,13,8,4,22,0
"(35,18)-(35,55)",21.183715760707855,19,6,3,23,35,22,19
"(35,28)-(35,29)",8.918602816265775e-05,9,2,1,12,34,10,0
"(37,7)-(37,72)",73.79342913627625,22,40,38,8,23,28,22
"(37,12)-(37,13)",8.918611911212793e-05,9,2,1,12,34,10,0
"(38,22)-(38,67)",55.616843700408936,23,6,19,22,3,38,23
"(38,40)-(38,41)",8.918611911212793e-05,9,2,1,12,34,10,0
"(40,7)-(45,80)",83.61228108406067,22,8,40,38,13,3,0
"(40,11)-(40,12)",8.918611911212793e-05,9,2,1,12,34,10,0
