SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,21)-(4,37)",1.0354339963214443e-05,1,2,4,3,31,9,0
"(4,22)-(4,33)",2.015877119089375e-19,1,2,4,9,14,33,0
"(4,34)-(4,36)",0.31201213132590055,1,2,4,14,6,9,0
"(4,40)-(4,56)",1.0354339963214443e-05,1,2,4,3,31,9,0
"(4,41)-(4,52)",2.015877119089375e-19,1,2,4,9,14,33,0
"(4,53)-(4,55)",0.31201213132590055,1,2,4,14,6,9,0
"(5,3)-(5,61)",0.010813881817739457,2,3,14,8,9,12,0
"(5,18)-(5,20)",1.4497130167330508e-11,1,4,2,29,9,31,0
"(5,18)-(5,25)",48.31284284591675,2,1,4,15,12,7,12
"(5,23)-(5,25)",1.4497130167330508e-11,1,4,2,29,9,31,0
"(5,29)-(5,61)",0.08299762266688049,2,1,9,24,3,33,1
"(5,53)-(5,61)",48.96377921104431,4,2,1,15,12,9,0
"(5,61)-(5,61)",51.096248626708984,4,9,2,14,1,31,0
