SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(19,5)-(22,52)",46.24718129634857,21,3,9,14,13,41,0
"(19,11)-(19,31)",5.694941317569563e-13,33,1,2,3,17,14,0
"(19,17)-(19,24)",62.11157441139221,32,7,3,1,29,16,0
"(19,18)-(19,19)",44.82160806655884,10,2,1,26,9,12,0
"(20,5)-(22,52)",0.000189254240012815,30,36,14,2,18,13,0
"(20,16)-(20,18)",95.65105438232422,5,16,1,2,35,7,5
"(22,19)-(22,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(22,19)-(22,45)",2.2933926433324814,2,3,36,5,6,30,0
"(22,34)-(22,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(22,36)-(22,40)",37.71340847015381,1,4,35,10,3,2,0
