SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,26)-(3,48)",8.785119652748108,43,27,13,19,14,3,0
"(3,26)-(3,61)",91.78552627563477,48,13,28,30,3,8,0
"(3,27)-(3,38)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(3,49)-(3,50)",3.068330300948219e-06,29,2,10,1,32,33,0
"(3,51)-(3,61)",0.010517130431253463,19,5,43,1,27,7,0
"(3,52)-(3,60)",94.95240449905396,32,1,19,29,3,2,0
"(5,12)-(5,35)",46.495550870895386,33,2,26,1,8,17,0
"(5,16)-(5,27)",5.389068635786032e-08,29,1,14,24,2,9,0
"(5,16)-(5,35)",0.09175739251077175,2,3,6,8,14,27,0
"(7,22)-(7,71)",0.0003274649998274981,8,1,46,24,3,33,0
"(7,60)-(7,71)",0.013202296395320445,3,35,1,4,10,12,0
"(7,61)-(7,68)",5.890862464497104e-07,2,1,14,33,29,10,0
"(7,69)-(7,70)",53.88001799583435,2,1,14,29,33,10,0
"(10,3)-(10,75)",35.380083322525024,8,1,4,3,9,2,0
"(10,9)-(10,15)",3.068330300948219e-06,29,2,10,1,32,33,0
"(10,9)-(10,17)",15.247616171836853,43,21,8,2,1,29,0
"(10,46)-(10,47)",44.82160806655884,10,2,1,26,9,12,1
"(10,46)-(10,75)",7.977207228115901e-08,3,32,19,28,2,1,0
"(10,63)-(10,74)",7.480002194643021,24,3,2,4,14,1,0
"(10,64)-(10,71)",5.890862464497104e-07,2,1,14,33,29,10,0
"(10,72)-(10,73)",53.88001799583435,2,1,14,29,33,10,1
