SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,22)-(2,72)",5.750029906630516,8,1,3,6,35,4,0
"(2,43)-(2,44)",28.26184332370758,2,29,21,7,1,14,0
"(2,55)-(2,72)",9.64354740062845e-05,3,1,14,2,19,7,0
"(2,60)-(2,72)",17.69142895936966,2,1,3,19,43,7,0
"(2,61)-(2,67)",1.787526715815252e-14,29,1,3,2,14,24,0
"(2,70)-(2,71)",12.09777370095253,29,1,3,14,21,2,0
"(5,3)-(5,70)",2.4182567059938265e-06,8,37,2,9,42,1,0
"(5,18)-(5,21)",0.8878925815224648,5,2,28,7,4,8,0
"(5,27)-(5,70)",0.4019772168248892,32,8,30,13,28,2,13
"(5,28)-(5,57)",0.07739010034129024,24,14,3,1,2,33,0
"(5,29)-(5,35)",7.380156518141222e-20,1,2,33,9,29,4,0
"(5,48)-(5,56)",6.0718617633792604e-09,1,2,6,4,21,29,0
