SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(27,52)",6.584201753139496,21,13,3,9,41,37,0
"(17,11)-(24,59)",8.229052275419235,26,13,9,40,1,8,0
"(18,7)-(24,59)",99.11342859268188,11,1,20,9,18,13,36
"(18,13)-(18,14)",28.26184332370758,2,29,21,7,1,14,0
"(20,11)-(24,59)",31.643015146255493,18,49,15,11,14,12,0
"(20,18)-(20,19)",53.570592403411865,16,5,2,12,15,1,0
"(24,21)-(24,52)",82.44780898094177,24,1,27,46,33,14,0
"(24,21)-(24,57)",0.9625348262488842,27,13,2,3,28,1,0
"(24,56)-(24,57)",29.31765615940094,2,1,4,27,22,43,0
"(27,5)-(27,52)",54.74957823753357,30,2,3,1,14,13,2
"(27,19)-(27,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(27,19)-(27,45)",2.2933926433324814,2,3,36,5,6,30,0
"(27,34)-(27,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
