SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(25,52)",0.000218307309296506,13,21,41,3,37,9,0
"(17,11)-(22,55)",2.012348900593008e-13,13,40,26,8,9,12,0
"(17,13)-(22,55)",4.5051323676822275e-23,9,26,21,8,22,3,0
"(18,7)-(22,55)",34.72791314125061,20,11,1,12,40,41,0
"(20,11)-(22,55)",0.027938641142100096,41,11,12,15,20,37,0
"(22,16)-(22,55)",0.0001649570549488999,41,15,37,38,1,40,0
"(22,20)-(22,54)",0.0006450106866395799,1,24,27,15,40,28,0
"(23,5)-(25,52)",0.00014868802509226953,30,36,13,14,18,2,0
"(23,16)-(23,23)",3.3072766747466176e-09,12,2,1,9,3,14,0
"(23,20)-(23,22)",4.8666657509466305e-09,4,7,1,2,21,24,0
"(25,19)-(25,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(25,19)-(25,45)",2.2933926433324814,2,3,36,5,6,30,0
"(25,34)-(25,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(25,36)-(25,40)",7.188742490171762e-07,2,14,12,49,15,1,0
