SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(11,10)-(11,27)",1.918642924658015e-11,24,1,50,9,46,40,0
"(17,16)-(17,19)",8.262067245634608e-10,10,2,1,35,26,9,0
"(17,16)-(17,44)",4.420649632811546,13,3,22,28,48,6,0
"(17,20)-(17,44)",99.99476671218872,25,14,9,3,2,19,25
"(17,21)-(17,23)",35.25949418544769,14,2,1,9,10,24,0
"(17,26)-(17,43)",80.23664355278015,3,14,24,27,28,50,0
"(17,27)-(17,31)",5.890862464497104e-07,2,1,14,33,29,10,0
"(18,18)-(18,21)",8.262067245634608e-10,10,2,1,35,26,9,0
"(18,18)-(18,46)",4.420649632811546,13,3,22,28,48,6,0
"(18,22)-(18,46)",99.99476671218872,25,14,9,3,2,19,25
"(18,23)-(18,25)",35.25949418544769,14,2,1,9,10,24,0
"(19,24)-(19,64)",9.450015720271208e-15,15,14,21,3,9,28,0
"(19,24)-(19,68)",95.48186659812927,22,13,23,38,46,19,22
"(19,25)-(19,42)",0.00412028057326097,14,3,25,9,2,19,0
"(19,26)-(19,30)",1.027335821478199e-15,9,1,2,12,14,29,0
"(19,46)-(19,63)",0.00412028057326097,14,3,25,9,2,19,0
"(19,47)-(19,51)",1.027335821478199e-15,9,1,2,12,14,29,0
