SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,17)-(3,18)",34.262314438819885,33,2,8,1,10,9,0
"(3,17)-(3,20)",6.417530030012131,6,2,43,9,8,1,0
"(3,51)-(3,57)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,51)-(3,65)",2.604294940829277,9,14,2,1,33,3,0
"(3,58)-(3,65)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,59)-(3,60)",8.984588086605072,1,2,9,4,12,8,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(6,64)",49.76755380630493,8,4,23,2,9,37,8
"(6,10)-(6,64)",46.88858687877655,8,12,47,37,22,40,0
"(6,11)-(6,60)",99.36047196388245,33,8,2,3,1,14,0
"(6,28)-(6,59)",0.27377204969525337,33,2,1,34,9,30,0
"(6,54)-(6,59)",6.177418738215548e-12,1,4,2,7,10,3,0
