SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(28,7)-(28,76)",6.041561812162399,38,42,23,40,19,9,0
"(28,38)-(28,61)",1.3554659296815722e-14,3,14,9,25,2,1,0
"(28,67)-(28,70)",4.4391184742347865e-35,4,1,35,12,10,9,0
"(28,67)-(28,76)",99.97264742851257,4,9,1,2,31,35,0
"(28,73)-(28,76)",4.4391184742347865e-35,4,1,35,12,10,9,0
"(30,7)-(35,24)",1.0082597844302654,40,38,37,41,12,9,0
"(33,9)-(34,74)",1.875514593352421e-21,9,3,15,38,14,37,0
"(35,12)-(35,18)",2.6085382118234968e-09,35,4,12,1,10,9,0
"(35,12)-(35,24)",99.99134540557861,4,9,31,50,1,2,0
"(35,14)-(35,17)",6.092087012805891e-11,4,1,2,7,10,9,0
"(35,21)-(35,24)",4.4391184742347865e-35,4,1,35,12,10,9,0
