SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,49)-(2,66)",31.10087811946869,3,19,27,2,1,24,0
"(2,50)-(2,55)",1.787526715815252e-14,29,1,3,2,14,24,0
"(2,58)-(2,65)",4.358698990877468e-17,35,1,50,24,4,10,0
"(5,3)-(7,61)",1.8756985575201293e-12,8,37,9,41,1,11,0
"(6,8)-(6,57)",86.50336861610413,22,24,27,3,50,40,0
"(6,8)-(6,63)",73.90993237495422,32,28,14,13,7,2,15
"(6,9)-(6,14)",9.941523958708379e-17,1,29,10,3,2,4,0
"(7,8)-(7,55)",99.88080263137817,27,28,13,3,2,19,0
"(7,8)-(7,61)",77.17152237892151,28,14,32,2,13,7,15
"(7,9)-(7,35)",3.830917179584503,35,3,1,4,2,6,0
"(7,10)-(7,15)",3.50144997428325e-14,1,2,4,10,9,29,0
"(7,20)-(7,31)",79.47057485580444,1,4,10,2,6,3,0
