SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,9)-(3,10)",34.262314438819885,33,2,8,1,10,9,0
"(3,9)-(3,12)",6.417528539896011,6,2,43,9,8,1,0
"(3,42)-(3,48)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,42)-(3,56)",2.604294940829277,9,14,2,1,33,3,0
"(3,49)-(3,56)",7.420258043566719e-05,2,12,1,9,30,8,0
"(3,50)-(3,51)",8.984588086605072,1,2,9,4,12,8,0
"(6,3)-(6,9)",1.1274311342233381e-13,1,29,2,9,33,10,0
"(6,3)-(6,66)",39.47094976902008,8,37,4,22,9,3,0
"(6,10)-(6,66)",0.0405039667384699,8,12,22,37,40,38,0
"(6,11)-(6,62)",49.704933166503906,8,33,42,3,2,1,0
"(6,19)-(6,53)",0.8081638254225254,33,2,1,8,3,9,0
"(6,23)-(6,53)",50.82691311836243,17,26,1,30,2,33,0
"(6,39)-(6,53)",0.07761949673295021,17,33,1,26,8,2,0
"(6,57)-(6,59)",0.0001509658659415436,1,29,4,2,10,31,0
"(6,57)-(6,61)",83.5580050945282,1,2,10,33,17,9,1
