SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,17)-(17,41)",46.495550870895386,33,2,26,1,8,17,0
"(21,15)-(21,25)",2.1636503352850944e-10,33,1,2,8,3,26,0
"(21,19)-(21,25)",1.9610342470439794e-12,19,9,1,13,7,2,0
"(21,24)-(21,25)",28.751787543296814,34,9,1,30,19,2,0
"(37,12)-(37,21)",1.0561796682452947e-18,9,34,1,2,33,29,0
"(37,12)-(37,49)",0.031447873334400356,9,14,3,1,25,34,0
"(37,22)-(37,49)",30.853989720344543,9,3,14,2,1,40,0
"(37,23)-(37,28)",1.0561796682452947e-18,9,34,1,2,33,29,0
"(63,12)-(63,22)",1.0561796682452947e-18,9,34,1,2,33,29,0
"(63,12)-(63,50)",0.031447873334400356,9,14,3,1,25,34,0
"(63,23)-(63,50)",75.57001113891602,37,15,3,12,2,9,37
"(63,24)-(63,29)",7.32913892336623e-12,1,9,2,29,19,7,0
