SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(15,5)-(24,52)",0.22424636408686638,21,13,3,41,9,37,0
"(15,11)-(21,62)",3.715889818067808e-05,26,13,40,9,8,1,0
"(15,13)-(21,62)",1.993646963244439e-18,26,9,21,8,42,3,0
"(16,7)-(21,62)",86.95316910743713,11,20,13,21,30,1,0
"(16,21)-(16,22)",0.0825019262265414,12,2,49,5,16,15,0
"(17,7)-(21,62)",88.22131156921387,18,11,41,49,20,1,11
"(18,15)-(18,42)",0.3034393070265651,2,1,7,5,27,19,0
"(18,38)-(18,42)",0.044943109969608486,43,2,1,7,5,45,0
"(21,29)-(21,46)",89.6100640296936,3,14,2,1,32,45,0
"(21,45)-(21,46)",18.648625910282135,27,43,28,1,2,3,0
"(21,52)-(21,62)",0.8025159128010273,3,21,1,2,14,29,0
"(21,61)-(21,62)",18.648625910282135,27,43,28,1,2,3,0
"(24,19)-(24,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(24,19)-(24,45)",2.2933926433324814,2,3,36,5,6,30,0
"(24,34)-(24,35)",2.7594459361149305e-13,29,1,3,2,32,33,0
