SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,55)",6.894117063893646e-05,11,34,1,16,18,7,0
"(3,18)-(3,19)",0.09599083568900824,12,15,2,4,49,9,0
"(3,25)-(3,36)",3.068330300948219e-06,29,2,10,1,32,33,0
"(3,25)-(3,55)",36.77825629711151,14,28,13,3,21,27,0
"(3,47)-(3,55)",39.54409062862396,21,7,2,14,29,27,0
"(3,53)-(3,54)",18.648625910282135,27,43,28,1,2,3,0
"(9,8)-(9,46)",55.19944429397583,2,7,14,1,13,5,0
"(9,25)-(9,36)",4.1012496176939806e-08,1,2,4,33,29,9,0
"(9,25)-(9,46)",76.47747993469238,2,15,4,1,12,6,15
"(9,46)-(9,46)",99.99643564224243,1,2,7,12,19,9,12
