SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(9,37)-(9,75)",0.6376445759087801,2,7,13,28,19,27,0
"(9,40)-(9,41)",0.01026966783683747,1,4,2,24,9,7,0
"(9,40)-(9,45)",2.1674463439314007e-10,2,5,16,1,40,3,0
"(9,44)-(9,45)",3.149431374923979e-18,7,4,1,21,2,45,0
"(9,51)-(9,61)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(9,51)-(9,63)",32.218581438064575,43,5,27,13,21,1,0
"(9,69)-(9,70)",31.151461601257324,4,1,22,2,27,24,0
"(9,69)-(9,75)",39.54409062862396,21,7,2,14,29,27,0
"(23,20)-(29,64)",4.1582618460094307e-23,22,8,40,13,9,37,0
"(23,22)-(29,64)",3.6231301291214136e-28,8,26,22,9,40,13,0
"(24,3)-(29,64)",0.002678999226191081,13,11,12,21,8,9,0
"(27,3)-(29,64)",0.0005208966285863426,36,30,14,18,13,32,0
"(28,3)-(29,64)",0.00010098575558004086,14,3,13,21,2,28,0
"(29,3)-(29,64)",8.997959643602371,30,2,3,14,13,12,0
"(29,50)-(29,60)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(29,50)-(29,64)",90.11903405189514,43,3,2,1,45,10,0
"(36,3)-(39,50)",0.0044936004996998236,37,3,15,9,12,14,0
"(36,10)-(36,51)",0.0041027778934221715,2,3,33,14,26,1,0
"(36,18)-(36,29)",8.867972467463403e-08,2,29,1,10,7,21,0
"(36,18)-(36,51)",81.92787170410156,2,14,3,6,27,30,0
"(36,30)-(36,32)",28.26184332370758,2,29,21,7,1,14,0
"(36,33)-(36,51)",32.297953963279724,21,14,43,27,2,7,0
"(36,34)-(36,44)",3.068330300948219e-06,29,2,10,1,32,33,0
"(37,3)-(39,50)",22.11908996105194,15,37,3,2,14,30,0
"(37,15)-(37,19)",99.00042414665222,2,1,7,8,4,12,0
"(37,16)-(37,18)",2.9117999678085482e-09,4,21,1,12,20,7,0
"(38,14)-(38,28)",2.7594355599613266e-13,29,1,3,2,32,33,0
"(38,14)-(38,40)",64.90027904510498,3,30,2,14,1,43,0
"(38,29)-(38,31)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(38,32)-(38,37)",4.926698693452636e-06,2,29,1,14,12,9,0
