SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,12)-(5,35)",46.495550870895386,33,2,26,1,8,17,0
"(5,28)-(5,35)",0.3101135604083538,24,22,9,3,43,25,0
"(5,29)-(5,32)",1.0125846558808882e-10,1,10,29,2,32,33,0
"(5,33)-(5,34)",0.010129459406016394,29,2,7,1,10,32,0
"(7,22)-(7,71)",0.0003274649998274981,8,1,46,24,3,33,0
"(7,56)-(7,71)",1.5356009441802598e-05,3,32,19,1,2,31,0
"(7,60)-(7,71)",0.013202296395320445,3,35,1,4,10,12,0
"(7,61)-(7,68)",5.890862464497104e-07,2,1,14,33,29,10,0
"(7,69)-(7,70)",53.88001799583435,2,1,14,29,33,10,0
"(9,21)-(10,78)",0.00010336103741792613,8,2,9,3,42,4,0
"(10,3)-(10,78)",35.38008630275726,8,1,4,3,9,2,0
"(10,9)-(10,15)",6.125705453996488e-05,2,33,10,1,16,29,0
"(10,9)-(10,17)",0.12683209497481585,1,2,43,8,9,25,0
"(10,16)-(10,17)",0.010107073467224836,2,10,9,12,14,16,0
"(10,46)-(10,57)",8.262067245634608e-10,10,2,1,35,26,9,0
"(10,46)-(10,78)",4.5876313000917435,3,13,22,6,19,28,0
"(10,58)-(10,78)",78.15430760383606,3,35,14,2,24,21,0
"(10,59)-(10,65)",5.890862464497104e-07,2,1,14,33,29,10,0
"(10,66)-(10,77)",0.007093269960023463,24,3,14,2,50,9,0
"(10,67)-(10,74)",3.450913328966604e-11,1,29,2,33,19,14,0
"(10,75)-(10,76)",0.016190140740945935,1,29,2,7,27,33,0
