SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,67)",9.944501519203186,8,9,2,3,4,33,0
"(3,9)-(3,20)",0.0003250040435887058,33,17,1,26,2,8,0
"(3,11)-(3,20)",63.9847993850708,17,1,26,33,2,10,0
"(3,13)-(3,20)",55.43149709701538,17,1,26,2,10,33,0
"(3,17)-(3,18)",8.867972467463403e-08,2,29,1,10,7,21,0
"(3,17)-(3,20)",92.09621548652649,26,10,2,17,1,31,0
"(3,24)-(3,67)",0.05336978938430548,2,3,8,1,14,19,0
"(3,33)-(3,39)",65.8373475074768,10,2,1,17,26,4,10
"(3,37)-(3,39)",43.352243304252625,17,1,2,10,26,3,0
"(3,43)-(3,57)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,43)-(3,67)",2.604294940829277,9,14,2,1,33,3,0
"(3,58)-(3,59)",11.263401061296463,1,10,2,29,17,26,0
"(3,60)-(3,64)",11.263401061296463,1,10,2,29,17,26,0
"(3,65)-(3,67)",0.00021791875042254105,1,2,10,17,29,20,0
