SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,17)-(10,18)",1.4146978668074029e-21,22,26,8,40,9,13,0
"(4,20)-(10,18)",3.989264879174293e-26,26,8,9,22,1,40,0
"(5,3)-(10,18)",0.02054495271295309,11,13,21,12,8,9,0
"(6,3)-(10,18)",2.9488058760762215,18,15,49,9,13,12,0
"(7,27)-(7,64)",0.0003538471446518088,15,41,1,3,40,37,0
"(18,5)-(20,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(18,16)-(18,18)",93.81857514381409,5,16,1,2,12,35,5
"(19,16)-(19,28)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(19,16)-(19,44)",67.20231175422668,3,27,2,14,30,13,3
"(19,29)-(19,44)",0.12044166214764118,2,3,1,26,10,19,0
"(19,30)-(19,37)",4.019500322318369e-12,14,29,1,3,2,24,0
"(20,5)-(20,52)",54.74957823753357,30,2,3,1,14,13,0
"(20,19)-(20,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,19)-(20,45)",2.2933926433324814,2,3,36,5,6,30,0
"(20,36)-(20,40)",0.0026569099645712413,49,15,2,12,27,1,0
