SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(5,13)-(10,51)",3.8671850895802003e-22,22,8,40,26,13,9,0
"(10,27)-(10,45)",50.009334087371826,14,27,2,1,3,6,0
"(10,40)-(10,41)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(10,42)-(10,44)",51.79629325866699,29,1,2,4,3,21,0
"(17,12)-(25,35)",4.993653465205871e-24,22,13,40,8,37,9,0
"(25,19)-(25,34)",0.27820479590445757,2,5,3,12,1,36,0
"(25,20)-(25,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(25,28)-(25,30)",18.648625910282135,27,43,28,1,2,3,0
"(28,34)-(28,40)",3.068330300948219e-06,29,2,10,1,32,33,0
"(28,34)-(28,65)",37.53113150596619,14,28,13,3,43,27,0
"(28,43)-(28,65)",20.502738654613495,27,43,19,13,14,3,0
"(28,44)-(28,54)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(33,13)-(33,19)",3.068330300948219e-06,29,2,10,1,32,33,0
"(33,13)-(33,63)",71.63695096969604,14,13,28,3,15,21,0
"(33,20)-(33,37)",69.19636726379395,43,13,27,19,5,1,0
"(33,21)-(33,31)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(33,38)-(33,63)",21.117517352104187,27,13,43,19,3,14,0
"(33,39)-(33,49)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(36,3)-(38,76)",9.727045893669128,30,9,8,1,2,12,0
"(36,9)-(36,44)",0.00040185773286793847,1,33,17,2,14,26,0
"(36,11)-(36,44)",0.00010138128345715813,33,42,1,2,26,14,0
"(36,15)-(36,25)",27.44179666042328,2,1,29,27,7,10,0
"(36,15)-(36,44)",89.47293758392334,11,16,6,49,18,2,11
"(37,3)-(38,76)",0.0030091930966591462,2,14,3,28,8,12,0
"(37,14)-(37,21)",0.07628730963915586,2,45,1,7,8,33,0
"(38,43)-(38,57)",8.984588086605072,1,2,9,4,12,8,0
"(38,43)-(38,69)",2.048243209719658,14,12,3,2,6,15,0
"(38,58)-(38,59)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(38,60)-(38,64)",4.926698693452636e-06,2,29,1,14,12,9,0
