SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,20)-(6,78)",1.8957376900913259e-10,8,37,3,9,22,40,0
"(2,22)-(6,78)",3.093832969761762e-11,8,9,37,22,1,38,0
"(3,3)-(6,78)",8.756745017990397e-06,1,8,9,11,40,41,0
"(3,9)-(3,10)",28.26184332370758,2,29,21,7,1,14,0
"(6,8)-(6,15)",0.09945062920451164,1,35,4,3,2,10,0
"(6,9)-(6,10)",25.335201621055603,1,10,35,2,4,3,0
"(6,51)-(6,77)",81.5833568572998,2,27,3,14,13,28,14
"(6,52)-(6,62)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(6,65)-(6,76)",73.27503561973572,1,2,3,19,7,13,0
"(6,66)-(6,75)",0.014908179582562298,1,4,9,2,24,14,0
