SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(20,5)-(23,52)",0.3495526732876897,3,13,14,21,12,2,0
"(21,7)-(22,51)",0.00046106724767014384,3,14,30,2,13,36,0
"(22,7)-(22,15)",1.0052423476958339e-08,1,2,29,9,12,33,0
"(22,7)-(22,51)",68.81930828094482,2,3,14,13,27,28,0
"(22,16)-(22,17)",1.0052423476958339e-08,1,2,29,9,12,33,1
"(22,18)-(22,51)",78.8520336151123,27,3,2,14,13,30,0
"(22,19)-(22,27)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(22,28)-(22,50)",64.90027904510498,3,30,2,14,1,43,2
"(22,29)-(22,41)",2.7594459361149305e-13,29,1,3,2,32,33,0
"(23,19)-(23,33)",8.984588086605072,1,2,9,4,12,8,0
"(23,19)-(23,45)",2.048243209719658,14,12,3,2,6,15,0
"(23,34)-(23,35)",8.984588086605072,1,2,9,4,12,8,0
"(23,41)-(23,45)",1.0802288841205154e-06,2,1,20,12,8,7,0
