SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,19)-(7,60)",2.0878021533832225e-07,8,37,9,3,22,38,0
"(2,23)-(7,60)",2.3059238074552013e-06,8,9,37,42,2,1,0
"(3,3)-(7,60)",2.0121744626067084e-05,1,8,9,4,11,41,0
"(4,11)-(4,13)",6.266521523912161e-07,21,12,7,2,27,29,0
"(6,7)-(7,60)",6.915192418688321e-07,18,49,11,12,15,20,0
"(6,13)-(6,40)",1.2889933032056433e-05,33,26,14,1,2,17,0
"(6,15)-(6,40)",0.0022556003386853263,33,14,2,1,3,9,0
"(6,19)-(6,36)",32.297953963279724,21,14,43,27,2,7,0
"(6,19)-(6,40)",81.92787170410156,2,14,3,6,27,30,2
"(6,20)-(6,29)",3.068330300948219e-06,29,2,10,1,32,33,0
"(6,37)-(6,38)",8.867989120808772e-08,2,29,1,10,7,21,0
"(7,7)-(7,60)",0.0014263804587244522,6,14,2,12,8,1,0
"(7,24)-(7,60)",0.0020677502106991597,2,6,1,4,14,12,0
"(7,37)-(7,51)",0.5492248106747866,1,2,4,29,33,7,0
"(7,37)-(7,60)",47.85182774066925,6,4,2,1,14,35,0
"(7,52)-(7,53)",2.7594459361149305e-13,29,1,3,2,32,33,0
