SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(22,5)-(29,52)",4.131524637341499,21,13,3,9,41,37,0
"(22,11)-(26,67)",2.757919579744339,26,13,40,9,1,8,0
"(22,13)-(26,67)",6.720776964288836e-15,26,9,21,42,8,1,0
"(23,7)-(26,67)",0.0018687675037654117,20,11,1,30,12,18,0
"(24,7)-(26,67)",41.17665886878967,11,20,12,18,15,47,16
"(24,20)-(24,21)",36.47068440914154,29,1,2,7,3,24,0
"(25,7)-(26,67)",0.06208237027749419,3,14,13,21,12,2,0
"(26,7)-(26,67)",0.000534482387593016,3,13,14,37,8,48,0
"(26,34)-(26,65)",16.22210294008255,14,3,24,1,2,4,0
"(26,40)-(26,65)",96.12546563148499,27,19,1,28,2,33,0
"(29,19)-(29,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(29,19)-(29,45)",2.2933926433324814,2,3,36,5,6,30,0
"(29,34)-(29,35)",3.3328969806234454e-06,1,43,2,29,27,33,0
