SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(3,71)",9.944501519203186,8,9,2,3,4,33,0
"(3,9)-(3,18)",7.521597233939303e-09,33,1,8,2,3,19,0
"(3,11)-(3,18)",0.002533093538659159,33,8,2,1,17,26,0
"(3,15)-(3,16)",1.2456498286057263e-14,1,10,2,9,19,33,0
"(3,15)-(3,18)",99.9407172203064,17,1,26,41,18,6,1
"(3,22)-(3,71)",4.518803581595421,2,3,8,1,12,19,0
"(3,33)-(3,40)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,33)-(3,43)",84.55031514167786,9,10,1,2,33,19,10
"(3,41)-(3,43)",1.845182993065464e-05,1,2,9,12,10,33,0
"(3,47)-(3,61)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,47)-(3,71)",2.604294940829277,9,14,2,1,33,3,0
"(3,62)-(3,63)",5.822953674794462e-07,1,9,2,10,12,33,0
"(3,64)-(3,68)",0.0007064224064379232,9,1,10,2,34,33,0
"(3,69)-(3,71)",1.845182993065464e-05,1,2,9,12,10,33,0
