SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(3,3)-(4,69)",9.655973315238953,8,2,9,3,33,14,0
"(3,13)-(3,14)",0.0011124387128802482,2,10,1,33,14,8,0
"(3,13)-(3,16)",0.019013756536878645,6,1,4,2,21,12,0
"(4,3)-(4,69)",7.160735130310059,3,8,2,1,14,24,0
"(4,9)-(4,12)",0.12013934319838881,12,2,16,15,5,10,0
"(4,43)-(4,49)",11.263401061296463,1,10,2,29,17,26,0
"(4,43)-(4,56)",78.82158756256104,17,26,35,1,3,10,0
"(4,50)-(4,56)",0.007176699000410736,39,1,12,17,49,18,0
"(4,51)-(4,52)",27.44179666042328,2,1,29,27,7,10,0
"(4,54)-(4,55)",99.8472273349762,2,49,1,27,7,4,0
"(7,3)-(8,17)",24.28424507379532,9,8,2,37,3,30,0
"(7,10)-(7,66)",0.003662193557829596,26,33,8,42,2,9,0
"(7,14)-(7,66)",0.0004499534952628892,15,37,8,12,11,16,0
"(7,50)-(7,66)",3.2322095222525604e-06,18,11,8,1,44,2,0
"(7,51)-(7,52)",0.005772256190539338,24,29,2,1,7,3,2
"(7,55)-(7,60)",7.989711323097559e-11,1,2,4,6,9,3,0
"(7,56)-(7,57)",1.2558695061670733e-05,1,10,2,17,4,33,0
"(7,58)-(7,59)",86.78327798843384,1,4,6,10,31,9,0
"(8,3)-(8,9)",5.381870948895084e-07,10,2,33,1,9,34,0
"(8,3)-(8,17)",18.10583472251892,8,9,3,14,6,1,0
"(8,10)-(8,17)",21.133065223693848,2,1,8,12,3,33,0
"(8,11)-(8,13)",5.39227906770634e-07,2,14,1,33,29,24,0
"(8,15)-(8,16)",27.44179666042328,2,1,29,27,7,10,0
