SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(2,15)-(7,59)",9.115212051234655e-15,26,8,22,9,40,3,0
"(2,19)-(7,59)",3.8282110034470774e-17,26,8,9,42,1,22,0
"(3,3)-(7,59)",2.0121744626067084e-05,1,8,9,4,11,41,0
"(3,9)-(3,11)",0.001041250925482018,2,1,4,10,9,11,0
"(9,24)-(9,33)",1.245645064045398e-14,1,10,2,9,19,33,0
"(9,24)-(9,76)",92.16299057006836,8,6,4,22,23,2,0
"(9,38)-(9,76)",99.58434700965881,13,2,11,1,28,14,0
"(9,39)-(9,47)",7.360867471106758e-09,29,2,10,21,1,5,0
"(9,59)-(9,72)",1.0981456376612186,19,3,43,1,14,33,0
"(9,59)-(9,74)",85.3014886379242,6,30,8,35,2,3,0
"(9,66)-(9,67)",0.004748724677483551,33,10,1,2,34,17,0
