SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(4,13)-(8,41)",2.8591434259152005e-20,26,22,8,40,9,13,0
"(4,16)-(8,41)",8.694268688778053e-25,26,8,9,22,1,40,0
"(7,13)-(7,31)",50.009334087371826,14,27,2,1,3,6,0
"(7,26)-(7,27)",1.0813002715437392e-07,1,2,29,33,4,32,0
"(7,28)-(7,30)",51.79629325866699,29,1,2,4,3,21,0
"(13,12)-(22,35)",4.904620034992782e-24,22,13,40,8,37,9,0
"(13,15)-(22,35)",7.409451664551877e-31,8,22,9,40,13,37,0
"(22,19)-(22,34)",0.27820479590445757,2,5,3,12,1,36,0
"(22,20)-(22,27)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(22,31)-(22,33)",18.648625910282135,27,43,28,1,2,3,0
"(24,20)-(25,57)",2.1120655446793535e-05,8,9,2,3,37,42,0
"(24,22)-(25,57)",11.630849540233612,8,9,2,42,1,26,0
"(25,24)-(25,30)",5.381870948895084e-07,10,2,33,1,9,34,0
"(25,24)-(25,57)",51.813805103302,3,14,28,13,9,8,0
"(25,33)-(25,57)",79.99285459518433,27,14,28,43,3,13,27
"(25,34)-(25,48)",50.910526514053345,35,1,3,10,4,2,0
"(25,35)-(25,45)",2.51333297353891e-17,1,2,10,35,3,14,0
"(25,51)-(25,56)",50.910526514053345,35,1,3,10,4,2,0
"(25,52)-(25,53)",3.561749058485882e-29,35,4,10,21,1,7,0
