SourceSpan,Loc-Conf,P-1,P-2,P-3,P-4,P-5,P-6,Actual
"(17,5)-(20,52)",46.55430316925049,21,3,9,14,13,8,0
"(17,11)-(17,43)",5.694941317569563e-13,33,1,2,3,17,14,0
"(17,13)-(17,43)",0.005670179962180555,33,1,2,14,17,42,0
"(17,17)-(17,43)",0.24373680353164673,11,12,1,10,2,31,0
"(17,36)-(17,43)",58.87511968612671,12,15,2,16,4,7,11
"(18,5)-(20,52)",0.0003062996938751894,30,36,2,18,14,3,0
"(18,16)-(18,18)",82.32063055038452,2,7,4,9,27,12,5
"(20,19)-(20,33)",3.3328969806234454e-06,1,43,2,29,27,33,0
"(20,19)-(20,45)",2.2933926433324814,2,3,36,5,6,30,0
"(20,34)-(20,35)",2.3260787429535412e-05,2,1,3,19,29,9,0
"(20,36)-(20,40)",37.71340847015381,1,4,35,10,3,2,0
